spl07,goermicro,2026-05-28_21-22-17.484_Active 10 Pro
883080079,3,981.00995
883080179,3,981.00995
883080279,3,981.00995
883080379,3,981.0
883080479,3,981.00995
883080579,3,981.0
883080679,3,981.00995
883080779,3,981.00995
883080879,3,981.01996
883080979,3,981.00995
883081079,3,981.01996
883081179,3,981.01996
883081279,3,981.01996
883081379,3,981.01996
883081479,3,981.00995
883081579,3,981.00995
883081679,3,981.0
883081779,3,981.0
883081879,3,981.0
883081979,3,981.0
883082079,3,981.0
883082179,3,981.0
883082279,3,981.0
883082379,3,981.0
883082479,3,981.00995
883082579,3,981.00995
883082679,3,981.00995
883082779,3,981.00995
883082879,3,981.00995
883082979,3,981.00995
883083079,3,981.0
883083179,3,981.0
883083279,3,981.0
883083379,3,981.0
883083479,3,981.0
883083579,3,981.0
883083679,3,981.0
883083779,3,981.00995
883083879,3,981.01996
883083979,3,981.00995
883084079,3,981.01996
883084179,3,981.00995
883084279,3,981.0
883084379,3,981.0
883084479,3,981.0
883084579,3,981.0
883084679,3,980.99
883084779,3,981.0
883084879,3,981.0
883084979,3,981.0
883085079,3,981.0
883085179,3,981.0
883085279,3,981.0
883085379,3,981.0
883085479,3,981.0
883085579,3,981.0
883085679,3,981.0
883085779,3,981.0
883085879,3,981.0
883085979,3,981.0
883086079,3,981.0
883086179,3,981.0
883086279,3,981.0
883086379,3,981.00995
883086479,3,981.00995
883086579,3,981.0
883086679,3,981.0
883086779,3,981.0
883086879,3,981.0
883086979,3,981.00995
883087079,3,981.0
883087179,3,981.0
883087279,3,981.0
883087379,3,981.00995
883087479,3,981.0
883087579,3,981.00995
883087679,3,981.00995
883087779,3,981.0
883087879,3,981.0
883087979,3,981.0
883088079,3,981.0
883088179,3,981.00995
883088279,3,981.0
883088379,3,981.0
883088479,3,981.0
883088579,3,981.0
883088679,3,981.0
883088779,3,981.0
883088879,3,981.00995
883088979,3,981.00995
883089079,3,981.00995
883089179,3,981.0
883089279,3,981.0
883089379,3,981.0
883089479,3,981.0
883089579,3,981.0
883089679,3,981.00995
883089779,3,981.00995
883089879,3,981.00995
883089979,3,981.01996
883090079,3,981.01996
883090179,3,981.01996
883090279,3,981.00995
883090379,3,981.00995
883090479,3,981.00995
883090579,3,981.00995
883090679,3,981.00995
883090779,3,981.00995
883090879,3,981.00995
883090979,3,981.00995
883091079,3,981.00995
883091179,3,981.01996
883091279,3,981.01996
883091379,3,981.01996
883091479,3,981.00995
883091579,3,981.00995
883091679,3,981.00995
883091779,3,981.00995
883091879,3,981.0
883091979,3,981.0
883092079,3,981.0
883092179,3,981.0
883092279,3,981.00995
883092379,3,981.00995
883092479,3,981.00995
883092579,3,981.00995
883092679,3,981.00995
883092779,3,981.00995
883092879,3,981.00995
883092979,3,981.00995
883093079,3,981.00995
883093179,3,981.00995
883093279,3,981.00995
883093379,3,981.00995
883093479,3,981.00995
883093579,3,981.00995
883093679,3,981.00995
883093779,3,981.01996
883093879,3,981.01996
883093979,3,981.01996
883094079,3,981.01996
883094179,3,981.01996
883094279,3,981.01996
883094379,3,981.00995
883094479,3,981.00995
883094579,3,981.0
883094679,3,981.0
883094779,3,981.0
883094879,3,981.00995
883094979,3,981.00995
883095079,3,981.00995
883095179,3,981.01996
883095279,3,981.01996
883095379,3,981.01996
883095479,3,981.01996
883095579,3,981.01996
883095679,3,981.00995
883095779,3,981.00995
883095879,3,981.00995
883095979,3,981.00995
883096079,3,981.00995
883096179,3,981.00995
883096279,3,981.00995
883096379,3,981.01996
883096479,3,981.02997
883096579,3,981.02997
883096679,3,981.02997
883096779,3,981.02997
883096879,3,981.01996
883096979,3,981.01996
883097079,3,981.00995
883097179,3,981.00995
883097279,3,981.0
883097379,3,981.0
883097479,3,981.0
883097579,3,981.00995
883097679,3,981.00995
883097779,3,981.01996
883097879,3,981.01996
883097979,3,981.01996
883098079,3,981.02997
883098179,3,981.02997
883098279,3,981.01996
883098379,3,981.00995
883098479,3,981.00995
883098579,3,981.0
883098679,3,981.0
883098779,3,981.0
883098879,3,981.00995
883098979,3,981.00995
883099079,3,981.01996
883099179,3,981.01996
883099279,3,981.02997
883099379,3,981.02997
883099479,3,981.02997
883099579,3,981.01996
883099679,3,981.00995
883099779,3,981.0
883099879,3,980.99
883099979,3,980.98
883100079,3,980.98
883100179,3,980.98
883100279,3,980.99
883100379,3,981.0
883100479,3,981.00995
883100579,3,981.01996
883100679,3,981.02997
883100779,3,981.02997
883100879,3,981.02997
883100979,3,981.01996
883101079,3,981.00995
883101179,3,981.0
883101279,3,980.99
883101379,3,980.99
883101479,3,981.0
883101579,3,981.0
883101679,3,981.00995
883101779,3,981.02997
883101879,3,981.02997
883101979,3,981.04
883102079,3,981.02997
883102179,3,981.04
883102279,3,981.01996
883102379,3,981.00995
883102479,3,981.0
883102579,3,980.99
883102679,3,980.98
883102779,3,980.99
883102879,3,980.99
883102979,3,980.99
883103079,3,981.0
883103179,3,981.0
883103279,3,981.00995
883103379,3,981.00995
883103479,3,981.00995
883103579,3,981.00995
883103679,3,981.00995
883103779,3,981.00995
883103879,3,981.00995
883103979,3,981.01996
883104079,3,981.01996
883104179,3,981.01996
883104279,3,981.01996
883104379,3,981.01996
883104479,3,981.00995
883104579,3,981.01996
883104679,3,981.00995
883104779,3,981.01996
883104879,3,981.01996
883104979,3,981.01996
883105079,3,981.01996
883105179,3,981.01996
883105279,3,981.01996
883105379,3,981.01996
883105479,3,981.01996
883105579,3,981.00995
883105679,3,981.01996
883105779,3,981.00995
883105879,3,981.01996
883105979,3,981.01996
883106079,3,981.01996
883106179,3,981.01996
883106279,3,981.01996
883106379,3,981.01996
883106479,3,981.01996
883106579,3,981.00995
883106679,3,981.01996
883106779,3,981.01996
883106879,3,981.01996
883106979,3,981.01996
883107079,3,981.01996
883107179,3,981.01996
883107279,3,981.01996
883107379,3,981.01996
883107479,3,981.01996
883107579,3,981.00995
883107679,3,981.00995
883107779,3,981.00995
883107879,3,981.00995
883107979,3,981.00995
883108079,3,981.00995
883108179,3,981.00995
883108279,3,981.01996
883108379,3,981.01996
883108479,3,981.00995
883108579,3,981.00995
883108679,3,981.00995
883108779,3,981.00995
883108879,3,981.00995
883108979,3,981.00995
883109079,3,981.0
883109179,3,981.00995
883109279,3,981.0
883109379,3,981.00995
883109479,3,981.00995
883109579,3,981.00995
883109679,3,981.00995
883109779,3,981.00995
883109879,3,981.00995
883109979,3,981.00995
883110079,3,981.0
883110179,3,981.0
883110279,3,981.0
883110379,3,980.99
883110479,3,980.99
883110579,3,980.99
883110679,3,980.99
883110779,3,981.0
883110879,3,981.0
883110979,3,981.0
883111079,3,981.00995
883111179,3,981.00995
883111279,3,981.00995
883111379,3,981.00995
883111479,3,981.0
883111579,3,981.0
883111679,3,981.0
883111779,3,981.0
883111879,3,981.00995
883111979,3,981.00995
883112079,3,981.00995
883112179,3,981.00995
883112279,3,981.00995
883112379,3,981.00995
883112479,3,981.00995
883112579,3,981.0
883112679,3,981.0
883112779,3,981.0
883112879,3,981.0
883112979,3,981.0
883113079,3,981.0
883113179,3,980.99
883113279,3,980.99
883113379,3,981.0
883113479,3,981.0
883113579,3,981.0
883113679,3,981.0
883113779,3,981.0
883113879,3,981.0
883113979,3,981.00995
883114079,3,981.0
883114179,3,981.0
883114279,3,981.0
883114379,3,981.0
883114479,3,981.0
883114579,3,981.0
883114679,3,981.0
883114779,3,981.00995
883114879,3,981.01996
883114979,3,981.01996
883115079,3,981.01996
883115179,3,981.01996
883115279,3,981.01996
883115379,3,981.00995
883115479,3,981.00995
883115579,3,981.00995
883115679,3,981.0
883115779,3,981.00995
883115879,3,981.00995
883115979,3,981.00995
883116079,3,981.00995
883116179,3,981.01996
883116279,3,981.02997
883116379,3,981.00995
883116479,3,981.00995
883116579,3,981.0
883116679,3,981.0
883116779,3,981.0
883116879,3,980.99
883116979,3,980.99
883117079,3,981.0
883117179,3,981.0
883117279,3,981.0
883117379,3,981.0
883117479,3,981.00995
883117579,3,981.00995
883117679,3,981.00995
883117779,3,981.0
883117879,3,981.0
883117979,3,980.99
883118079,3,980.99
883118179,3,980.99
883118279,3,981.0
883118379,3,981.0
883118479,3,981.00995
883118579,3,981.00995
883118679,3,981.01996
883118779,3,981.02997
883118879,3,981.00995
883118979,3,981.0
883119079,3,980.99
883119179,3,980.99
883119279,3,980.99
883119379,3,980.97
883119479,3,980.94995
883119579,3,980.97
883119679,3,980.99
883119779,3,980.97
883119879,3,980.98
883119979,3,980.97
883120079,3,980.97
883120179,3,980.98
883120279,3,980.97
883120379,3,980.99
883120479,3,980.99
883120579,3,980.99
883120679,3,981.0
883120779,3,981.0
883120879,3,981.00995
883120979,3,981.00995
883121079,3,981.00995
883121179,3,981.00995
883121279,3,981.0
883121379,3,981.0
883121479,3,980.99
883121579,3,980.99
883121679,3,980.99
883121779,3,981.0
883121879,3,981.00995
883121979,3,981.00995
883122079,3,981.00995
883122179,3,981.0
883122279,3,981.00995
883122379,3,981.0
883122479,3,981.0
883122579,3,981.0
883122679,3,981.00995
883122779,3,981.0
883122879,3,981.0
883122979,3,981.0
883123079,3,981.00995
883123179,3,981.00995
883123279,3,981.00995
883123379,3,981.00995
883123479,3,981.0
883123579,3,981.0
883123679,3,981.0
883123779,3,981.0
883123879,3,981.0
883123979,3,981.0
883124079,3,981.0
883124179,3,981.0
883124279,3,981.00995
883124379,3,981.00995
883124479,3,981.0
883124579,3,981.00995
883124679,3,981.0
883124779,3,981.0
883124879,3,981.0
883124979,3,981.0
883125079,3,981.00995
883125179,3,981.0
883125279,3,981.00995
883125379,3,981.00995
883125479,3,981.00995
883125579,3,981.00995
883125679,3,981.00995
883125779,3,981.00995
883125879,3,981.0
883125979,3,981.0
883126079,3,981.00995
883126179,3,981.0
883126279,3,981.00995
883126379,3,981.00995
883126479,3,981.00995
883126579,3,981.01996
883126679,3,981.01996
883126779,3,981.00995
883126879,3,981.01996
883126979,3,981.01996
883127079,3,981.00995
883127179,3,981.0
883127279,3,981.0
883127379,3,981.0
883127479,3,981.0
883127579,3,981.0
883127679,3,981.0
883127779,3,981.0
883127879,3,981.00995
883127979,3,981.00995
883128079,3,981.01996
883128179,3,981.01996
883128279,3,981.01996
883128379,3,981.00995
883128479,3,981.00995
883128579,3,981.0
883128679,3,981.0
883128779,3,981.0
883128879,3,981.0
883128979,3,981.0
883129079,3,981.00995
883129179,3,981.00995
883129279,3,981.00995
883129379,3,981.01996
883129479,3,981.01996
883129579,3,981.00995
883129679,3,981.00995
883129779,3,981.0
883129879,3,981.0
883129979,3,980.99
883130079,3,980.99
883130179,3,980.99
883130279,3,980.99
883130379,3,981.0
883130479,3,981.00995
883130579,3,981.01996
883130679,3,981.01996
883130779,3,981.02997
883130879,3,981.02997
883130979,3,981.01996
883131079,3,981.00995
883131179,3,981.0
883131279,3,980.99
883131379,3,980.99
883131479,3,980.99
883131579,3,980.99
883131679,3,981.00995
883131779,3,981.01996
883131879,3,981.02997
883131979,3,981.02997
883132079,3,981.02997
883132179,3,981.02997
883132279,3,981.01996
883132379,3,981.00995
883132479,3,980.99
883132579,3,980.98
883132679,3,980.97
883132779,3,980.97
883132879,3,980.98
883132979,3,980.99
883133079,3,981.0
883133179,3,981.01996
883133279,3,981.02997
883133379,3,981.02997
883133479,3,981.02997
883133579,3,981.02997
883133679,3,981.00995
883133779,3,981.0
883133879,3,980.99
883133979,3,980.98
883134079,3,980.98
883134179,3,980.99
883134279,3,981.0
883134379,3,981.00995
883134479,3,981.02997
883134579,3,981.04
883134679,3,981.04
883134779,3,981.05
883134879,3,981.04
883134979,3,981.02997
883135079,3,981.00995
883135179,3,981.0
883135279,3,980.99
883135379,3,980.97
883135479,3,980.97
883135579,3,980.98
883135679,3,981.0
883135779,3,981.00995
883135879,3,981.02997
883135979,3,981.02997
883136079,3,981.05
883136179,3,981.04
883136279,3,981.04
883136379,3,981.01996
883136479,3,981.00995
883136579,3,980.99
883136679,3,980.99
883136779,3,980.99
883136879,3,981.0
883136979,3,981.00995
883137079,3,981.02997
883137179,3,981.05
883137279,3,981.06
883137379,3,981.06
883137479,3,981.06
883137579,3,981.04
883137679,3,981.01996
883137779,3,981.00995
883137879,3,981.0
883137979,3,981.0
883138079,3,980.99
883138179,3,980.99
883138279,3,981.00995
883138379,3,981.02997
883138479,3,981.02997
883138579,3,981.05
883138679,3,981.05
883138779,3,981.05
883138879,3,981.04
883138979,3,981.02997
883139079,3,981.00995
883139179,3,981.0
883139279,3,981.0
883139379,3,981.0
883139479,3,981.00995
883139579,3,981.02997
883139679,3,981.02997
883139779,3,981.06
883139879,3,981.06
883139979,3,981.02997
883140079,3,981.02997
883140179,3,981.04
883140279,3,981.01996
883140379,3,981.01996
883140479,3,981.00995
883140579,3,981.00995
883140679,3,981.00995
883140779,3,981.0
883140879,3,981.00995
883140979,3,981.00995
883141079,3,981.00995
883141179,3,981.00995
883141279,3,981.0
883141379,3,981.00995
883141479,3,981.00995
883141579,3,981.00995
883141679,3,981.00995
883141779,3,981.00995
883141879,3,981.00995
883141979,3,981.00995
883142079,3,981.00995
883142179,3,981.00995
883142279,3,981.00995
883142379,3,981.00995
883142479,3,981.00995
883142579,3,981.0
883142679,3,981.0
883142779,3,981.00995
883142879,3,981.0
883142979,3,981.00995
883143079,3,981.00995
883143179,3,981.00995
883143279,3,981.00995
883143379,3,981.00995
883143479,3,981.00995
883143579,3,981.00995
883143679,3,981.00995
883143779,3,981.0
883143879,3,981.00995
883143979,3,981.00995
883144079,3,981.00995
883144179,3,981.00995
883144279,3,981.00995
883144379,3,981.01996
883144479,3,981.00995
883144579,3,981.01996
883144679,3,981.00995
883144779,3,981.00995
883144879,3,981.0
883144979,3,981.0
883145079,3,981.0
883145179,3,980.99
883145279,3,981.0
883145379,3,981.0
883145479,3,981.0
883145579,3,981.0
883145679,3,981.00995
883145779,3,981.01996
883145879,3,981.01996
883145979,3,981.01996
883146079,3,981.01996
883146179,3,981.00995
883146279,3,981.00995
883146379,3,981.0
883146479,3,981.0
883146579,3,981.0
883146679,3,981.00995
883146779,3,981.00995
883146879,3,981.01996
883146979,3,981.02997
883147079,3,981.02997
883147179,3,981.02997
883147279,3,981.02997
883147379,3,981.01996
883147479,3,981.01996
883147579,3,981.00995
883147679,3,981.0
883147779,3,980.99
883147879,3,981.0
883147979,3,981.00995
883148079,3,981.01996
883148179,3,981.01996
883148279,3,981.02997
883148379,3,981.02997
883148479,3,981.02997
883148579,3,981.04
883148679,3,981.02997
883148779,3,981.01996
883148879,3,981.00995
883148979,3,981.00995
883149079,3,981.00995
883149179,3,981.00995
883149279,3,981.00995
883149379,3,981.01996
883149479,3,981.01996
883149579,3,981.02997
883149679,3,981.04
883149779,3,981.04
883149879,3,981.04
883149979,3,981.04
883150079,3,981.01996
883150179,3,981.00995
883150279,3,981.00995
883150379,3,981.0
883150479,3,981.0
883150579,3,981.0
883150679,3,981.00995
883150779,3,981.00995
883150879,3,981.01996
883150979,3,981.01996
883151079,3,981.01996
883151179,3,981.01996
883151279,3,981.00995
883151379,3,981.00995
883151479,3,981.01996
883151579,3,981.00995
883151679,3,981.00995
883151779,3,981.00995
883151879,3,981.00995
883151979,3,981.00995
883152079,3,981.01996
883152179,3,981.01996
883152279,3,981.01996
883152379,3,981.00995
883152479,3,981.00995
883152579,3,981.01996
883152679,3,981.00995
883152779,3,981.01996
883152879,3,981.00995
883152979,3,981.00995
883153079,3,981.01996
883153179,3,981.00995
883153279,3,981.00995
883153379,3,981.00995
883153479,3,981.00995
883153579,3,981.00995
883153679,3,981.01996
883153779,3,981.07996
883153879,3,981.00995
883153979,3,981.0
